id,group,layer,base_margin,ablated_margin,delta_margin
70af2b5df22ec96901350dfa3c9ee74f,success,4,2.294475555419922,0.9561500549316406,-1.3383255004882812
70af2b5df22ec96901350dfa3c9ee74f,success,5,2.294475555419922,1.1325407028198242,-1.1619348526000977
81cc0d320488c7bacafb285cf7db5fbd,success,0,-3.106822967529297,-0.46057701110839844,2.6462459564208984
81cc0d320488c7bacafb285cf7db5fbd,success,1,-3.106822967529297,-1.4995803833007812,1.6072425842285156
81cc0d320488c7bacafb285cf7db5fbd,success,2,-3.106822967529297,-0.43260955810546875,2.674213409423828
81cc0d320488c7bacafb285cf7db5fbd,success,3,-3.106822967529297,-1.2661819458007812,1.8406410217285156
81cc0d320488c7bacafb285cf7db5fbd,success,4,-3.106822967529297,-1.6778907775878906,1.4289321899414062
81cc0d320488c7bacafb285cf7db5fbd,success,5,-3.106822967529297,-1.1325407028198242,1.9742822647094727
cabefb7063a728e77abd44d97397a2a4,success,0,-2.891681671142578,-0.4039154052734375,2.4877662658691406
cabefb7063a728e77abd44d97397a2a4,success,1,-2.891681671142578,-1.0585365295410156,1.8331451416015625
cabefb7063a728e77abd44d97397a2a4,success,2,-2.891681671142578,-1.663726806640625,1.2279548645019531
cabefb7063a728e77abd44d97397a2a4,success,3,-2.891681671142578,-0.9617996215820312,1.9298820495605469
cabefb7063a728e77abd44d97397a2a4,success,4,-2.891681671142578,-1.3653888702392578,1.5262928009033203
cabefb7063a728e77abd44d97397a2a4,success,5,-2.891681671142578,-1.2358760833740234,1.6558055877685547
f7140f00ddd8d1c5d93b05ea32ad1fff,success,0,-2.6261825561523438,-0.4714183807373047,2.154764175415039
f7140f00ddd8d1c5d93b05ea32ad1fff,success,1,-2.6261825561523438,-0.7083511352539062,1.9178314208984375
f7140f00ddd8d1c5d93b05ea32ad1fff,success,2,-2.6261825561523438,1.0368919372558594,3.663074493408203
f7140f00ddd8d1c5d93b05ea32ad1fff,success,3,-2.6261825561523438,-1.5101261138916016,1.1160564422607422
f7140f00ddd8d1c5d93b05ea32ad1fff,success,4,-2.6261825561523438,-1.0971393585205078,1.529043197631836
